"Type"	"Family"	"Timepoint"	"Covariate1"	"Covariate2"	"Binary_phenotype_dynamic"	"Factor_phenotype_dynamic"	"Quant_phenotype_dynamic"	"Binary_phenotype_static"	"Factor_phenotype_static"	"Quant_phenotype_static"
"Sample1116"	"Infant"	"FAM364"	"W2"	"Covar1.1"	-1.59098150147176	"BinaryDynamic2"	"LevelDynamic3"	-0.328464103126607	"BinaryStatic1"	"LevelStatic3"	0.480633798651196
"Sample1117"	"Infant"	"FAM364"	"M6"	"Covar1.1"	0.679609200101788	"BinaryDynamic2"	"LevelDynamic2"	1.36804590453624	"BinaryStatic1"	"LevelStatic3"	0.480633798651196
"Sample1118"	"Infant"	"FAM364"	"M12"	"Covar1.2"	0.0394033025755432	"BinaryDynamic1"	"LevelDynamic3"	1.26156171123744	"BinaryStatic1"	"LevelStatic3"	0.480633798651196
"Sample1119"	"Infant"	"FAM364"	"M3"	"Covar1.1"	-1.13110578221052	"BinaryDynamic1"	"LevelDynamic3"	0.432121185477878	"BinaryStatic1"	"LevelStatic3"	0.480633798651196
"Sample1120"	"Infant"	"FAM365"	"M6"	"Covar1.2"	1.54246283173142	"BinaryDynamic1"	"LevelDynamic1"	0.0177703847417693	"BinaryStatic1"	"LevelStatic3"	-1.25315171513115
"Sample1121"	"Infant"	"FAM365"	"M3"	"Covar1.2"	0.979382929015041	"BinaryDynamic2"	"LevelDynamic3"	1.94680657654974	"BinaryStatic1"	"LevelStatic3"	-1.25315171513115
"Sample1122"	"Infant"	"FAM366"	"M3"	"Covar1.1"	0.479663328297167	"BinaryDynamic2"	"LevelDynamic3"	-0.460426564413333	"BinaryStatic1"	"LevelStatic2"	0.267154182965737
"Sample1123"	"Infant"	"FAM366"	"M1"	"Covar1.1"	0.640033119859951	"BinaryDynamic2"	"LevelDynamic2"	0.799750272193161	"BinaryStatic1"	"LevelStatic2"	0.267154182965737
"Sample1124"	"Infant"	"FAM366"	"W2"	"Covar1.3"	-1.1331543057143	"BinaryDynamic1"	"LevelDynamic2"	-1.52843924735751	"BinaryStatic1"	"LevelStatic2"	0.267154182965737
"Sample1125"	"Infant"	"FAM366"	"M12"	"Covar1.2"	-0.370884779043532	"BinaryDynamic1"	"LevelDynamic1"	-0.826876779676688	"BinaryStatic1"	"LevelStatic2"	0.267154182965737
"Sample1126"	"Infant"	"FAM366"	"M6"	"Covar1.2"	0.446182869021833	"BinaryDynamic1"	"LevelDynamic1"	-0.682896140104491	"BinaryStatic1"	"LevelStatic2"	0.267154182965737
"Sample1127"	"Infant"	"FAM367"	"M6"	"Covar1.1"	-1.09814310255957	"BinaryDynamic2"	"LevelDynamic1"	-0.773297416807932	"BinaryStatic1"	"LevelStatic3"	-0.942707975669605
"Sample1128"	"Infant"	"FAM368"	"M6"	"Covar1.3"	2.71111481120823	"BinaryDynamic1"	"LevelDynamic2"	0.495596755528092	"BinaryStatic1"	"LevelStatic1"	-0.296445901045452
"Sample1129"	"Infant"	"FAM369"	"M6"	"Covar1.2"	1.32545606767588	"BinaryDynamic1"	"LevelDynamic1"	-0.582831123613807	"BinaryStatic2"	"LevelStatic2"	0.266024966895812
"Sample1130"	"Infant"	"FAM370"	"M3"	"Covar1.2"	1.12590205791424	"BinaryDynamic2"	"LevelDynamic3"	1.58513937069549	"BinaryStatic1"	"LevelStatic3"	-0.389531327926059
"Sample1131"	"Infant"	"FAM370"	"M1"	"Covar1.3"	0.0540639496507907	"BinaryDynamic2"	"LevelDynamic2"	-1.50552711476948	"BinaryStatic1"	"LevelStatic3"	-0.389531327926059
"Sample1132"	"Infant"	"FAM370"	"W2"	"Covar1.2"	-1.41726775744781	"BinaryDynamic1"	"LevelDynamic1"	0.166498065513993	"BinaryStatic1"	"LevelStatic3"	-0.389531327926059
"Sample1133"	"Infant"	"FAM370"	"M6"	"Covar1.2"	1.1157841655732	"BinaryDynamic2"	"LevelDynamic2"	0.770943892430915	"BinaryStatic1"	"LevelStatic3"	-0.389531327926059
"Sample1134"	"Infant"	"FAM371"	"W2"	"Covar1.1"	1.42687828227381	"BinaryDynamic1"	"LevelDynamic1"	0.551104926636021	"BinaryStatic2"	"LevelStatic3"	-0.147415398562281
"Sample1135"	"Infant"	"FAM371"	"M3"	"Covar1.2"	0.317797102510567	"BinaryDynamic1"	"LevelDynamic1"	-0.976287592469968	"BinaryStatic2"	"LevelStatic3"	-0.147415398562281
"Sample1136"	"Infant"	"FAM371"	"M12"	"Covar1.3"	-0.496273411043631	"BinaryDynamic1"	"LevelDynamic2"	1.74161447316279	"BinaryStatic2"	"LevelStatic3"	-0.147415398562281
"Sample1137"	"Infant"	"FAM372"	"W2"	"Covar1.3"	0.599696904650334	"BinaryDynamic2"	"LevelDynamic1"	-0.472482706319067	"BinaryStatic1"	"LevelStatic2"	-0.825004383830776
"Sample1138"	"Infant"	"FAM373"	"W2"	"Covar1.2"	0.473425513276744	"BinaryDynamic1"	"LevelDynamic2"	0.185437796496526	"BinaryStatic2"	"LevelStatic1"	2.80646207074869
"Sample1139"	"Infant"	"FAM373"	"M1"	"Covar1.3"	-0.789327412942633	"BinaryDynamic1"	"LevelDynamic2"	-1.14938922225515	"BinaryStatic2"	"LevelStatic1"	2.80646207074869
"Sample1140"	"Infant"	"FAM373"	"M12"	"Covar1.3"	-0.609905289258947	"BinaryDynamic2"	"LevelDynamic3"	0.721735925312973	"BinaryStatic2"	"LevelStatic1"	2.80646207074869
"Sample1141"	"Infant"	"FAM373"	"M3"	"Covar1.1"	0.219664136878533	"BinaryDynamic1"	"LevelDynamic3"	-1.9338481788372	"BinaryStatic2"	"LevelStatic1"	2.80646207074869
"Sample1142"	"Infant"	"FAM373"	"M6"	"Covar1.1"	0.992447441204347	"BinaryDynamic1"	"LevelDynamic3"	-0.321766234600056	"BinaryStatic2"	"LevelStatic1"	2.80646207074869
"Sample1143"	"Infant"	"FAM374"	"M3"	"Covar1.1"	2.26042217472389	"BinaryDynamic1"	"LevelDynamic2"	-0.108230477960642	"BinaryStatic2"	"LevelStatic2"	-0.248015857522997
"Sample1144"	"Infant"	"FAM374"	"M12"	"Covar1.3"	-1.11485663619506	"BinaryDynamic2"	"LevelDynamic2"	-0.390488849186442	"BinaryStatic2"	"LevelStatic2"	-0.248015857522997
"Sample1145"	"Infant"	"FAM374"	"W2"	"Covar1.3"	-0.572319724030329	"BinaryDynamic1"	"LevelDynamic2"	-0.469962994111331	"BinaryStatic2"	"LevelStatic2"	-0.248015857522997
"Sample1146"	"Infant"	"FAM374"	"M1"	"Covar1.2"	1.35270086680642	"BinaryDynamic1"	"LevelDynamic3"	0.651613593952717	"BinaryStatic2"	"LevelStatic2"	-0.248015857522997
"Sample1147"	"Infant"	"FAM374"	"M6"	"Covar1.2"	0.107868729562373	"BinaryDynamic1"	"LevelDynamic2"	0.820663396233117	"BinaryStatic2"	"LevelStatic2"	-0.248015857522997
"Sample1148"	"Infant"	"FAM375"	"W2"	"Covar1.2"	0.633432253650029	"BinaryDynamic2"	"LevelDynamic3"	-1.297489038602	"BinaryStatic1"	"LevelStatic1"	1.64838365711882
"Sample1149"	"Infant"	"FAM376"	"M6"	"Covar1.2"	-0.879849328007825	"BinaryDynamic2"	"LevelDynamic2"	-0.0684679387291062	"BinaryStatic2"	"LevelStatic3"	-0.342856523485585
"Sample1150"	"Infant"	"FAM376"	"W2"	"Covar1.2"	-0.332886377356052	"BinaryDynamic2"	"LevelDynamic2"	0.62604249605487	"BinaryStatic2"	"LevelStatic3"	-0.342856523485585
"Sample1151"	"Infant"	"FAM376"	"M3"	"Covar1.3"	0.324992574993461	"BinaryDynamic2"	"LevelDynamic1"	1.58641195241086	"BinaryStatic2"	"LevelStatic3"	-0.342856523485585
"Sample1152"	"Infant"	"FAM377"	"M3"	"Covar1.2"	-0.938415415864997	"BinaryDynamic2"	"LevelDynamic2"	0.5226283149696	"BinaryStatic1"	"LevelStatic3"	0.839932119381724
"Sample1153"	"Infant"	"FAM378"	"M1"	"Covar1.3"	1.21315153594942	"BinaryDynamic1"	"LevelDynamic3"	1.15835461892515	"BinaryStatic2"	"LevelStatic3"	-0.284374987694817
"Sample1154"	"Infant"	"FAM378"	"M6"	"Covar1.1"	-1.26881966939225	"BinaryDynamic1"	"LevelDynamic3"	0.051372544803981	"BinaryStatic2"	"LevelStatic3"	-0.284374987694817
"Sample1155"	"Infant"	"FAM378"	"M3"	"Covar1.2"	0.840155824165012	"BinaryDynamic2"	"LevelDynamic2"	0.901670108508934	"BinaryStatic2"	"LevelStatic3"	-0.284374987694817
"Sample1156"	"Infant"	"FAM378"	"M12"	"Covar1.1"	0.165133587479138	"BinaryDynamic1"	"LevelDynamic2"	2.4774632276897	"BinaryStatic2"	"LevelStatic3"	-0.284374987694817
"Sample1157"	"Infant"	"FAM379"	"M6"	"Covar1.2"	-1.3149626812135	"BinaryDynamic2"	"LevelDynamic1"	-2.27890296650109	"BinaryStatic1"	"LevelStatic3"	0.699505122408131
"Sample1158"	"Infant"	"FAM379"	"M1"	"Covar1.2"	1.70603877388749	"BinaryDynamic2"	"LevelDynamic2"	-0.793486596051011	"BinaryStatic1"	"LevelStatic3"	0.699505122408131
"Sample1159"	"Infant"	"FAM379"	"W2"	"Covar1.2"	0.177503683488102	"BinaryDynamic1"	"LevelDynamic1"	-0.845381576468865	"BinaryStatic1"	"LevelStatic3"	0.699505122408131
"Sample1160"	"Infant"	"FAM379"	"M3"	"Covar1.1"	-0.393377531770713	"BinaryDynamic2"	"LevelDynamic3"	-0.436856152461704	"BinaryStatic1"	"LevelStatic3"	0.699505122408131
"Sample1161"	"Infant"	"FAM379"	"M12"	"Covar1.2"	0.578306036031158	"BinaryDynamic1"	"LevelDynamic2"	-0.3073890555756	"BinaryStatic1"	"LevelStatic3"	0.699505122408131
"Sample1162"	"Infant"	"FAM380"	"M6"	"Covar1.3"	-0.191761909283258	"BinaryDynamic2"	"LevelDynamic1"	0.0947490113785466	"BinaryStatic2"	"LevelStatic3"	-0.444819527344329
"Sample1163"	"Infant"	"FAM381"	"M12"	"Covar1.3"	-0.282224274118901	"BinaryDynamic2"	"LevelDynamic3"	0.111965120613795	"BinaryStatic2"	"LevelStatic2"	1.84753404451591
"Sample1164"	"Infant"	"FAM382"	"W2"	"Covar1.2"	-0.683561574477846	"BinaryDynamic2"	"LevelDynamic1"	2.05716861552769	"BinaryStatic2"	"LevelStatic1"	0.933779192928728
"Sample1165"	"Infant"	"FAM382"	"M3"	"Covar1.2"	0.580194679530021	"BinaryDynamic2"	"LevelDynamic2"	0.45683396992221	"BinaryStatic2"	"LevelStatic1"	0.933779192928728
"Sample1166"	"Infant"	"FAM382"	"M6"	"Covar1.1"	-1.06993557582488	"BinaryDynamic2"	"LevelDynamic3"	2.53689213605603	"BinaryStatic2"	"LevelStatic1"	0.933779192928728
"Sample1167"	"Infant"	"FAM383"	"M6"	"Covar1.1"	0.147119675762222	"BinaryDynamic1"	"LevelDynamic1"	-0.150634215789089	"BinaryStatic1"	"LevelStatic2"	-1.0252074673437
"Sample1168"	"Infant"	"FAM383"	"M12"	"Covar1.2"	-0.17676429931807	"BinaryDynamic2"	"LevelDynamic2"	0.00217126649887646	"BinaryStatic1"	"LevelStatic2"	-1.0252074673437
"Sample1169"	"Infant"	"FAM383"	"M3"	"Covar1.3"	-0.341774689629685	"BinaryDynamic2"	"LevelDynamic2"	-1.13895333017824	"BinaryStatic1"	"LevelStatic2"	-1.0252074673437
"Sample1170"	"Infant"	"FAM383"	"W2"	"Covar1.1"	0.677529248771208	"BinaryDynamic1"	"LevelDynamic3"	-1.39776480454152	"BinaryStatic1"	"LevelStatic2"	-1.0252074673437
"Sample1171"	"Infant"	"FAM384"	"M12"	"Covar1.1"	0.42083523424221	"BinaryDynamic2"	"LevelDynamic1"	0.165565380199939	"BinaryStatic2"	"LevelStatic3"	0.88598489762642
"Sample1172"	"Infant"	"FAM384"	"M6"	"Covar1.3"	-0.251818711919797	"BinaryDynamic1"	"LevelDynamic1"	-0.940596696476228	"BinaryStatic2"	"LevelStatic3"	0.88598489762642
"Sample1173"	"Infant"	"FAM385"	"M1"	"Covar1.2"	0.525188913077835	"BinaryDynamic2"	"LevelDynamic1"	0.838006383734417	"BinaryStatic1"	"LevelStatic2"	0.860103202066922
"Sample1174"	"Infant"	"FAM386"	"M1"	"Covar1.2"	-1.65274959549991	"BinaryDynamic2"	"LevelDynamic3"	-0.691332902962596	"BinaryStatic1"	"LevelStatic1"	0.686690036211788
"Sample1175"	"Infant"	"FAM387"	"M1"	"Covar1.1"	-0.962670395989128	"BinaryDynamic2"	"LevelDynamic3"	-0.38052866290121	"BinaryStatic1"	"LevelStatic2"	0.459941083015392
"Sample1176"	"Infant"	"FAM387"	"W2"	"Covar1.3"	0.0850246742327054	"BinaryDynamic2"	"LevelDynamic3"	0.136167655717887	"BinaryStatic1"	"LevelStatic2"	0.459941083015392
"Sample1177"	"Infant"	"FAM387"	"M3"	"Covar1.1"	1.51904565227881	"BinaryDynamic1"	"LevelDynamic2"	0.0757299647818746	"BinaryStatic1"	"LevelStatic2"	0.459941083015392
"Sample1178"	"Infant"	"FAM387"	"M6"	"Covar1.3"	-1.16116797368342	"BinaryDynamic1"	"LevelDynamic3"	0.861435307415226	"BinaryStatic1"	"LevelStatic2"	0.459941083015392
"Sample1179"	"Infant"	"FAM387"	"M12"	"Covar1.1"	-1.60993793483563	"BinaryDynamic2"	"LevelDynamic3"	1.92193612491075	"BinaryStatic1"	"LevelStatic2"	0.459941083015392
"Sample1180"	"Infant"	"FAM388"	"W2"	"Covar1.1"	0.0862946021244864	"BinaryDynamic1"	"LevelDynamic3"	1.20382337626837	"BinaryStatic2"	"LevelStatic2"	-0.286313425132681
"Sample1181"	"Infant"	"FAM389"	"M3"	"Covar1.2"	0.0107823868250337	"BinaryDynamic1"	"LevelDynamic3"	1.07459312903362	"BinaryStatic1"	"LevelStatic3"	1.00358370038166
"Sample1182"	"Infant"	"FAM389"	"M12"	"Covar1.2"	-1.41869621389183	"BinaryDynamic1"	"LevelDynamic3"	-0.491678466925787	"BinaryStatic1"	"LevelStatic3"	1.00358370038166
"Sample1183"	"Infant"	"FAM390"	"M12"	"Covar1.3"	1.48418828060195e-05	"BinaryDynamic2"	"LevelDynamic3"	-0.20575413002262	"BinaryStatic2"	"LevelStatic2"	0.0673307919340607
"Sample1184"	"Infant"	"FAM390"	"M3"	"Covar1.3"	-0.279330391091714	"BinaryDynamic2"	"LevelDynamic2"	-0.695457610468991	"BinaryStatic2"	"LevelStatic2"	0.0673307919340607
"Sample1185"	"Infant"	"FAM391"	"M1"	"Covar1.3"	0.173484296127729	"BinaryDynamic1"	"LevelDynamic1"	-0.0330576038770851	"BinaryStatic1"	"LevelStatic2"	-1.06702511774139
"Sample1186"	"Infant"	"FAM392"	"W2"	"Covar1.3"	-1.0706374396176	"BinaryDynamic2"	"LevelDynamic2"	-0.38921105478004	"BinaryStatic2"	"LevelStatic3"	0.977101992955215
"Sample1187"	"Infant"	"FAM392"	"M3"	"Covar1.1"	-0.583210546544618	"BinaryDynamic1"	"LevelDynamic1"	-1.00850868696865	"BinaryStatic2"	"LevelStatic3"	0.977101992955215
"Sample1188"	"Infant"	"FAM392"	"M1"	"Covar1.2"	-0.678069216586378	"BinaryDynamic1"	"LevelDynamic3"	0.589527388972656	"BinaryStatic2"	"LevelStatic3"	0.977101992955215
"Sample1189"	"Infant"	"FAM392"	"M12"	"Covar1.3"	1.14598833725543	"BinaryDynamic2"	"LevelDynamic1"	-0.568802542357515	"BinaryStatic2"	"LevelStatic3"	0.977101992955215
"Sample1190"	"Infant"	"FAM392"	"M6"	"Covar1.2"	-0.51436710134668	"BinaryDynamic2"	"LevelDynamic3"	-0.403557697900672	"BinaryStatic2"	"LevelStatic3"	0.977101992955215
"Sample1191"	"Infant"	"FAM393"	"M3"	"Covar1.3"	-0.370051597234955	"BinaryDynamic1"	"LevelDynamic3"	0.838406471490903	"BinaryStatic1"	"LevelStatic3"	-1.19607009783701
"Sample1192"	"Infant"	"FAM393"	"M1"	"Covar1.1"	-1.83842242580121	"BinaryDynamic1"	"LevelDynamic2"	-0.515126940520133	"BinaryStatic1"	"LevelStatic3"	-1.19607009783701
"Sample1193"	"Infant"	"FAM393"	"M6"	"Covar1.1"	0.0434175847865763	"BinaryDynamic1"	"LevelDynamic1"	1.12879421551796	"BinaryStatic1"	"LevelStatic3"	-1.19607009783701
"Sample1194"	"Infant"	"FAM394"	"M6"	"Covar1.1"	-0.623635815887942	"BinaryDynamic1"	"LevelDynamic2"	0.856450167784292	"BinaryStatic2"	"LevelStatic2"	1.10126224379042
"Sample1195"	"Infant"	"FAM394"	"M3"	"Covar1.2"	0.883466273862089	"BinaryDynamic1"	"LevelDynamic2"	-0.543127749022965	"BinaryStatic2"	"LevelStatic2"	1.10126224379042
"Sample1196"	"Infant"	"FAM395"	"M1"	"Covar1.1"	0.994831062739734	"BinaryDynamic1"	"LevelDynamic1"	-0.234554498068544	"BinaryStatic2"	"LevelStatic3"	0.0683231860696021
"Sample1197"	"Infant"	"FAM395"	"M6"	"Covar1.1"	-0.381437329858756	"BinaryDynamic2"	"LevelDynamic3"	-1.26275457529605	"BinaryStatic2"	"LevelStatic3"	0.0683231860696021
"Sample1198"	"Infant"	"FAM396"	"M6"	"Covar1.2"	-1.49760050303526	"BinaryDynamic2"	"LevelDynamic1"	-1.043667531528	"BinaryStatic1"	"LevelStatic3"	0.0447025415021637
"Sample1199"	"Infant"	"FAM396"	"M3"	"Covar1.1"	-0.354756523414952	"BinaryDynamic2"	"LevelDynamic1"	-1.40517702280324	"BinaryStatic1"	"LevelStatic3"	0.0447025415021637
"Sample1200"	"Infant"	"FAM396"	"W2"	"Covar1.2"	-0.00319690430103726	"BinaryDynamic1"	"LevelDynamic3"	0.179212580340863	"BinaryStatic1"	"LevelStatic3"	0.0447025415021637
"Sample1201"	"Infant"	"FAM396"	"M1"	"Covar1.1"	-0.932423892622701	"BinaryDynamic1"	"LevelDynamic1"	-1.97542163730879	"BinaryStatic1"	"LevelStatic3"	0.0447025415021637
"Sample1202"	"Infant"	"FAM396"	"M12"	"Covar1.3"	-0.669411139308381	"BinaryDynamic1"	"LevelDynamic3"	0.154029120345838	"BinaryStatic1"	"LevelStatic3"	0.0447025415021637
"Sample1203"	"Infant"	"FAM397"	"M3"	"Covar1.3"	0.467315695223277	"BinaryDynamic2"	"LevelDynamic1"	-0.548431120730523	"BinaryStatic2"	"LevelStatic3"	0.50158010236566
"Sample1204"	"Infant"	"FAM397"	"W2"	"Covar1.1"	1.44357713657811	"BinaryDynamic1"	"LevelDynamic3"	-1.26319387451549	"BinaryStatic2"	"LevelStatic3"	0.50158010236566
"Sample1205"	"Infant"	"FAM397"	"M6"	"Covar1.1"	-1.26792012422636	"BinaryDynamic1"	"LevelDynamic3"	1.69215577108779	"BinaryStatic2"	"LevelStatic3"	0.50158010236566
"Sample1206"	"Infant"	"FAM397"	"M1"	"Covar1.1"	-0.55280402285121	"BinaryDynamic1"	"LevelDynamic3"	-0.669985596613342	"BinaryStatic2"	"LevelStatic3"	0.50158010236566
"Sample1207"	"Infant"	"FAM398"	"M3"	"Covar1.3"	-2.25236504201458	"BinaryDynamic1"	"LevelDynamic2"	-0.0774261012770589	"BinaryStatic1"	"LevelStatic3"	-0.124033447357664
"Sample1208"	"Infant"	"FAM398"	"M1"	"Covar1.2"	0.789145208708141	"BinaryDynamic1"	"LevelDynamic2"	0.584275826203039	"BinaryStatic1"	"LevelStatic3"	-0.124033447357664
"Sample1209"	"Infant"	"FAM398"	"W2"	"Covar1.3"	0.630803743129537	"BinaryDynamic2"	"LevelDynamic2"	0.0635984520581732	"BinaryStatic1"	"LevelStatic3"	-0.124033447357664
"Sample1210"	"Infant"	"FAM398"	"M12"	"Covar1.3"	0.915461403145339	"BinaryDynamic2"	"LevelDynamic3"	0.92466507084452	"BinaryStatic1"	"LevelStatic3"	-0.124033447357664
"Sample1211"	"Infant"	"FAM399"	"M12"	"Covar1.2"	0.0217775991973722	"BinaryDynamic1"	"LevelDynamic3"	0.411436652613543	"BinaryStatic1"	"LevelStatic1"	-0.427662052508835
"Sample1212"	"Infant"	"FAM399"	"W2"	"Covar1.1"	-0.538692377632498	"BinaryDynamic2"	"LevelDynamic1"	3.14871120585748	"BinaryStatic1"	"LevelStatic1"	-0.427662052508835
"Sample1213"	"Infant"	"FAM399"	"M3"	"Covar1.1"	-2.03288160541304	"BinaryDynamic2"	"LevelDynamic2"	2.10821716884963	"BinaryStatic1"	"LevelStatic1"	-0.427662052508835
"Sample1214"	"Infant"	"FAM400"	"M3"	"Covar1.2"	0.635409682093095	"BinaryDynamic1"	"LevelDynamic3"	-0.50190207135089	"BinaryStatic1"	"LevelStatic2"	0.770677252953843
"Sample1215"	"Infant"	"FAM400"	"W2"	"Covar1.3"	1.21794626140681	"BinaryDynamic2"	"LevelDynamic2"	1.67882351355217	"BinaryStatic1"	"LevelStatic2"	0.770677252953843
"Sample1216"	"Infant"	"FAM400"	"M1"	"Covar1.3"	0.63796618526594	"BinaryDynamic1"	"LevelDynamic2"	-0.896120728550324	"BinaryStatic1"	"LevelStatic2"	0.770677252953843
"Sample1217"	"Infant"	"FAM401"	"W2"	"Covar1.2"	-0.634898013775829	"BinaryDynamic1"	"LevelDynamic3"	-1.07120850789984	"BinaryStatic1"	"LevelStatic2"	-0.353230499664607
"Sample1218"	"Infant"	"FAM401"	"M6"	"Covar1.3"	-0.763522359047601	"BinaryDynamic2"	"LevelDynamic1"	0.0932466066754172	"BinaryStatic1"	"LevelStatic2"	-0.353230499664607
"Sample1219"	"Infant"	"FAM402"	"M12"	"Covar1.2"	-0.101990719944618	"BinaryDynamic2"	"LevelDynamic3"	-0.878780344732254	"BinaryStatic1"	"LevelStatic1"	-0.859507512205584
"Sample1220"	"Infant"	"FAM402"	"W2"	"Covar1.2"	-0.065395507533636	"BinaryDynamic2"	"LevelDynamic2"	-0.870309013263898	"BinaryStatic1"	"LevelStatic1"	-0.859507512205584
"Sample1221"	"Infant"	"FAM402"	"M3"	"Covar1.2"	0.421495213312655	"BinaryDynamic1"	"LevelDynamic2"	0.14575996237666	"BinaryStatic1"	"LevelStatic1"	-0.859507512205584
"Sample1222"	"Infant"	"FAM402"	"M1"	"Covar1.2"	1.24369083450269	"BinaryDynamic2"	"LevelDynamic1"	0.293195353544035	"BinaryStatic1"	"LevelStatic1"	-0.859507512205584
"Sample1223"	"Infant"	"FAM402"	"M6"	"Covar1.1"	1.11412556472886	"BinaryDynamic2"	"LevelDynamic2"	1.68533509196266	"BinaryStatic1"	"LevelStatic1"	-0.859507512205584
"Sample1224"	"Infant"	"FAM403"	"M6"	"Covar1.2"	0.352007640693812	"BinaryDynamic2"	"LevelDynamic3"	-0.467035921356711	"BinaryStatic1"	"LevelStatic2"	0.195911640055457
"Sample1225"	"Infant"	"FAM403"	"M12"	"Covar1.3"	-1.09417696530104	"BinaryDynamic2"	"LevelDynamic3"	-0.283340628823332	"BinaryStatic1"	"LevelStatic2"	0.195911640055457
"Sample1226"	"Infant"	"FAM403"	"M1"	"Covar1.3"	-0.852122202550184	"BinaryDynamic1"	"LevelDynamic3"	0.555376626065988	"BinaryStatic1"	"LevelStatic2"	0.195911640055457
"Sample1227"	"Infant"	"FAM403"	"M3"	"Covar1.1"	-1.17664670710138	"BinaryDynamic1"	"LevelDynamic2"	-0.658705284452914	"BinaryStatic1"	"LevelStatic2"	0.195911640055457
"Sample1228"	"Infant"	"FAM403"	"W2"	"Covar1.3"	1.05151524836991	"BinaryDynamic1"	"LevelDynamic1"	-0.598667736353834	"BinaryStatic1"	"LevelStatic2"	0.195911640055457
"Sample1229"	"Infant"	"FAM404"	"M3"	"Covar1.3"	-1.64170068936338	"BinaryDynamic2"	"LevelDynamic1"	1.83857303698219	"BinaryStatic2"	"LevelStatic2"	0.816170876361428
"Sample1230"	"Infant"	"FAM405"	"M12"	"Covar1.1"	-0.999322055614457	"BinaryDynamic2"	"LevelDynamic2"	-0.0250736448614289	"BinaryStatic1"	"LevelStatic1"	0.154741035526054
"Sample1231"	"Infant"	"FAM405"	"M3"	"Covar1.3"	0.197181052483672	"BinaryDynamic1"	"LevelDynamic2"	-1.19839540382038	"BinaryStatic1"	"LevelStatic1"	0.154741035526054
"Sample1232"	"Infant"	"FAM405"	"W2"	"Covar1.3"	0.858572747161643	"BinaryDynamic2"	"LevelDynamic1"	0.714745629415415	"BinaryStatic1"	"LevelStatic1"	0.154741035526054
"Sample1233"	"Infant"	"FAM405"	"M6"	"Covar1.3"	0.379268814639385	"BinaryDynamic2"	"LevelDynamic3"	1.08913780361626	"BinaryStatic1"	"LevelStatic1"	0.154741035526054
"Sample1234"	"Infant"	"FAM405"	"M1"	"Covar1.2"	0.691272621242877	"BinaryDynamic2"	"LevelDynamic2"	0.540927883614775	"BinaryStatic1"	"LevelStatic1"	0.154741035526054
"Sample1235"	"Infant"	"FAM406"	"W2"	"Covar1.1"	-0.332866679460152	"BinaryDynamic1"	"LevelDynamic3"	0.544285119868319	"BinaryStatic1"	"LevelStatic2"	0.6356414723107
"Sample1236"	"Infant"	"FAM406"	"M1"	"Covar1.3"	-0.702466854631497	"BinaryDynamic2"	"LevelDynamic1"	1.09583822628484	"BinaryStatic1"	"LevelStatic2"	0.6356414723107
"Sample1237"	"Infant"	"FAM406"	"M3"	"Covar1.1"	-1.71827188864524	"BinaryDynamic1"	"LevelDynamic1"	-1.31084537300892	"BinaryStatic1"	"LevelStatic2"	0.6356414723107
"Sample1238"	"Infant"	"FAM406"	"M12"	"Covar1.2"	-0.0533594167322972	"BinaryDynamic1"	"LevelDynamic1"	0.342303390622019	"BinaryStatic1"	"LevelStatic2"	0.6356414723107
"Sample1239"	"Infant"	"FAM407"	"M6"	"Covar1.3"	1.33033001889087	"BinaryDynamic1"	"LevelDynamic1"	1.06723018141355	"BinaryStatic2"	"LevelStatic3"	-0.494158746982507
"Sample1240"	"Infant"	"FAM407"	"M12"	"Covar1.2"	0.184433224194206	"BinaryDynamic2"	"LevelDynamic3"	-0.507226262961928	"BinaryStatic2"	"LevelStatic3"	-0.494158746982507
"Sample1241"	"Infant"	"FAM407"	"M3"	"Covar1.2"	1.40437355070227	"BinaryDynamic1"	"LevelDynamic3"	0.046488888515492	"BinaryStatic2"	"LevelStatic3"	-0.494158746982507
"Sample1242"	"Infant"	"FAM408"	"M12"	"Covar1.2"	0.439859671988793	"BinaryDynamic2"	"LevelDynamic2"	0.451808237556358	"BinaryStatic2"	"LevelStatic3"	-0.0640112568163187
"Sample1243"	"Infant"	"FAM408"	"M1"	"Covar1.2"	0.215679969692286	"BinaryDynamic2"	"LevelDynamic1"	-1.21065033386711	"BinaryStatic2"	"LevelStatic3"	-0.0640112568163187
"Sample1244"	"Infant"	"FAM409"	"M6"	"Covar1.2"	-0.839563940423475	"BinaryDynamic1"	"LevelDynamic1"	-0.935606591177539	"BinaryStatic2"	"LevelStatic3"	-1.50267173756733
"Sample1245"	"Infant"	"FAM409"	"W2"	"Covar1.3"	0.173038200664969	"BinaryDynamic2"	"LevelDynamic1"	-1.64260411468959	"BinaryStatic2"	"LevelStatic3"	-1.50267173756733
"Sample1246"	"Infant"	"FAM409"	"M12"	"Covar1.1"	-0.985303072019256	"BinaryDynamic2"	"LevelDynamic2"	-1.33832194507147	"BinaryStatic2"	"LevelStatic3"	-1.50267173756733
"Sample1247"	"Infant"	"FAM410"	"M12"	"Covar1.1"	1.10488004265206	"BinaryDynamic1"	"LevelDynamic1"	0.954330522750185	"BinaryStatic2"	"LevelStatic2"	-0.533705894926461
